LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 
CN2210500000000,22,105,"Tangipahoa Parish, LA",2014,"53,830","49,735","4,095",7.6
CN2210700000000,22,107,"Tensas Parish, LA",2014,"1,788","1,619",169,9.5
CN2210900000000,22,109,"Terrebonne Parish, LA",2014,"54,753","52,102","2,651",4.8
CN2211100000000,22,111,"Union Parish, LA",2014,"9,386","8,682",704,7.5
CN2211300000000,22,113,"Vermilion Parish, LA",2014,"26,561","25,080","1,481",5.6
CN2211500000000,22,115,"Vernon Parish, LA",2014,"17,473","15,986","1,487",8.5
CN2211700000000,22,117,"Washington Parish, LA",2014,"16,986","15,653","1,333",7.8
CN2211900000000,22,119,"Webster Parish, LA",2014,"15,699","14,332","1,367",8.7
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2014,"12,900","12,152",748,5.8
CN2212300000000,22,123,"West Carroll Parish, LA",2014,"4,248","3,695",553,13
CN2212500000000,22,125,"West Feliciana Parish, LA",2014,"5,367","5,062",305,5.7
CN2212700000000,22,127,"Winn Parish, LA",2014,"5,458","5,050",408,7.5
CN2300100000000,23,1,"Androscoggin County, ME",2014,"55,923","52,893","3,030",5.4
CN2300300000000,23,3,"Aroostook County, ME",2014,"32,937","30,433","2,504",7.6
CN2300500000000,23,5,"Cumberland County, ME",2014,"159,125","152,231","6,894",4.3
CN2300700000000,23,7,"Franklin County, ME",2014,"14,981","14,018",963,6.4
CN2300900000000,23,9,"Hancock County, ME",2014,"29,801","27,709","2,092",7
CN2301100000000,23,11,"Kennebec County, ME",2014,"63,291","59,940","3,351",5.3
CN2301300000000,23,13,"Knox County, ME",2014,"20,656","19,580","1,076",5.2
CN2301500000000,23,15,"Lincoln County, ME",2014,"17,209","16,181","1,028",6
CN2301700000000,23,17,"Oxford County, ME",2014,"27,375","25,464","1,911",7
CN2301900000000,23,19,"Penobscot County, ME",2014,"78,962","74,167","4,795",6.1
CN2302100000000,23,21,"Piscataquis County, ME",2014,"7,719","7,142",577,7.5
CN2302300000000,23,23,"Sagadahoc County, ME",2014,"19,049","18,177",872,4.6
CN2302500000000,23,25,"Somerset County, ME",2014,"24,333","22,399","1,934",7.9
CN2302700000000,23,27,"Waldo County, ME",2014,"20,807","19,554","1,253",6
CN2302900000000,23,29,"Washington County, ME",2014,"14,495","13,234","1,261",8.7
CN2303100000000,23,31,"York County, ME",2014,"109,925","104,231","5,694",5.2
CN2400100000000,24,1,"Allegany County, MD",2014,"33,268","30,739","2,529",7.6
CN2400300000000,24,3,"Anne Arundel County, MD",2014,"297,398","282,342","15,056",5.1
CN2400500000000,24,5,"Baltimore County, MD",2014,"441,394","414,510","26,884",6.1
CN2400900000000,24,9,"Calvert County, MD",2014,"47,214","44,700","2,514",5.3
CN2401100000000,24,11,"Caroline County, MD",2014,"17,409","16,320","1,089",6.3
CN2401300000000,24,13,"Carroll County, MD",2014,"92,564","88,116","4,448",4.8
CN2401500000000,24,15,"Cecil County, MD",2014,"52,427","48,974","3,453",6.6
CN2401700000000,24,17,"Charles County, MD",2014,"80,134","75,532","4,602",5.7
CN2401900000000,24,19,"Dorchester County, MD",2014,"15,782","14,458","1,324",8.4
CN2402100000000,24,21,"Frederick County, MD",2014,"128,018","121,547","6,471",5.1
CN2402300000000,24,23,"Garrett County, MD",2014,"15,537","14,429","1,108",7.1
CN2402500000000,24,25,"Harford County, MD",2014,"135,233","127,549","7,684",5.7
CN2402700000000,24,27,"Howard County, MD",2014,"173,365","165,867","7,498",4.3
CN2402900000000,24,29,"Kent County, MD",2014,"10,345","9,680",665,6.4
CN2403100000000,24,31,"Montgomery County, MD",2014,"544,210","520,288","23,922",4.4
CN2403300000000,24,33,"Prince George's County, MD",2014,"486,269","456,768","29,501",6.1
CN2403500000000,24,35,"Queen Anne's County, MD",2014,"26,363","25,020","1,343",5.1
CN2403700000000,24,37,"St. Mary's County, MD",2014,"54,063","51,159","2,904",5.4
CN2403900000000,24,39,"Somerset County, MD",2014,"9,273","8,397",876,9.4
CN2404100000000,24,41,"Talbot County, MD",2014,"19,120","18,075","1,045",5.5
CN2404300000000,24,43,"Washington County, MD",2014,"76,372","71,441","4,931",6.5
CN2404500000000,24,45,"Wicomico County, MD",2014,"50,051","46,174","3,877",7.7
CN2404700000000,24,47,"Worcester County, MD",2014,"25,652","22,695","2,957",11.5
CN2451000000000,24,510,"Baltimore city, MD",2014,"293,868","268,782","25,086",8.5
CN2500100000000,25,1,"Barnstable County, MA",2014,"111,419","103,497","7,922",7.1
CN2500300000000,25,3,"Berkshire County, MA",2014,"65,865","61,551","4,314",6.5
CN2500500000000,25,5,"Bristol County, MA",2014,"287,399","266,433","20,966",7.3
CN2500700000000,25,7,"Dukes County, MA",2014,"9,424","8,671",753,8
CN2500900000000,25,9,"Essex County, MA",2014,"403,314","379,299","24,015",6
CN2501100000000,25,11,"Franklin County, MA",2014,"39,343","37,274","2,069",5.3
CN2501300000000,25,13,"Hampden County, MA",2014,"221,677","204,303","17,374",7.8
CN2501500000000,25,15,"Hampshire County, MA",2014,"86,452","82,087","4,365",5
CN2501700000000,25,17,"Middlesex County, MA",2014,"851,468","811,733","39,735",4.7
CN2501900000000,25,19,"Nantucket County/town, MA",2014,"6,926","6,499",427,6.2
CN2502100000000,25,21,"Norfolk County, MA",2014,"365,748","347,405","18,343",5
CN2502300000000,25,23,"Plymouth County, MA",2014,"266,114","249,927","16,187",6.1
CN2502500000000,25,25,"Suffolk County, MA",2014,"413,533","391,518","22,015",5.3
CN2502700000000,25,27,"Worcester County, MA",2014,"425,069","398,963","26,106",6.1
CN2600100000000,26,1,"Alcona County, MI",2014,"3,823","3,415",408,10.7
CN2600300000000,26,3,"Alger County, MI",2014,"3,313","2,966",347,10.5
CN2600500000000,26,5,"Allegan County, MI",2014,"59,660","56,402","3,258",5.5
CN2600700000000,26,7,"Alpena County, MI",2014,"13,527","12,437","1,090",8.1
CN2600900000000,26,9,"Antrim County, MI",2014,"10,057","9,095",962,9.6
CN2601100000000,26,11,"Arenac County, MI",2014,"6,390","5,678",712,11.1
CN2601300000000,26,13,"Baraga County, MI",2014,"3,462","3,070",392,11.3
CN2601500000000,26,15,"Barry County, MI",2014,"29,915","28,284","1,631",5.5
CN2601700000000,26,17,"Bay County, MI",2014,"53,065","49,213","3,852",7.3
CN2601900000000,26,19,"Benzie County, MI",2014,"8,716","7,956",760,8.7
CN2602100000000,26,21,"Berrien County, MI",2014,"73,318","68,316","5,002",6.8
CN2602300000000,26,23,"Branch County, MI",2014,"19,265","17,974","1,291",6.7
CN2602500000000,26,25,"Calhoun County, MI",2014,"64,012","59,920","4,092",6.4
CN2602700000000,26,27,"Cass County, MI",2014,"23,806","22,191","1,615",6.8
CN2602900000000,26,29,"Charlevoix County, MI",2014,"13,078","12,008","1,070",8.2
CN2603100000000,26,31,"Cheboygan County, MI",2014,"10,662","9,514","1,148",10.8
CN2603300000000,26,33,"Chippewa County, MI",2014,"16,860","15,248","1,612",9.6
CN2603500000000,26,35,"Clare County, MI",2014,"11,908","10,728","1,180",9.9
CN2603700000000,26,37,"Clinton County, MI",2014,"39,544","37,534","2,010",5.1
CN2603900000000,26,39,"Crawford County, MI",2014,"5,333","4,823",510,9.6
CN2604100000000,26,41,"Delta County, MI",2014,"17,424","15,940","1,484",8.5
CN2604300000000,26,43,"Dickinson County, MI",2014,"12,839","11,958",881,6.9
CN2604500000000,26,45,"Eaton County, MI",2014,"55,687","52,471","3,216",5.8
CN2604700000000,26,47,"Emmet County, MI",2014,"17,920","16,200","1,720",9.6
CN2604900000000,26,49,"Genesee County, MI",2014,"183,835","169,245","14,590",7.9
CN2605100000000,26,51,"Gladwin County, MI",2014,"10,027","9,090",937,9.3
CN2605300000000,26,53,"Gogebic County, MI",2014,"6,689","6,091",598,8.9
CN2605500000000,26,55,"Grand Traverse County, MI",2014,"47,891","44,972","2,919",6.1
CN2605700000000,26,57,"Gratiot County, MI",2014,"18,451","17,140","1,311",7.1
CN2605900000000,26,59,"Hillsdale County, MI",2014,"20,479","19,036","1,443",7
CN2606100000000,26,61,"Houghton County, MI",2014,"16,925","15,618","1,307",7.7
CN2606300000000,26,63,"Huron County, MI",2014,"16,526","15,382","1,144",6.9
CN2606500000000,26,65,"Ingham County, MI",2014,"145,281","136,204","9,077",6.2
CN2606700000000,26,67,"Ionia County, MI",2014,"29,209","27,385","1,824",6.2
CN2606900000000,26,69,"Iosco County, MI",2014,"10,291","9,283","1,008",9.8
CN2607100000000,26,71,"Iron County, MI",2014,"5,198","4,743",455,8.8
CN2607300000000,26,73,"Isabella County, MI",2014,"35,447","33,331","2,116",6
CN2607500000000,26,75,"Jackson County, MI",2014,"72,937","68,043","4,894",6.7
CN2607700000000,26,77,"Kalamazoo County, MI",2014,"127,958","120,706","7,252",5.7
CN2607900000000,26,79,"Kalkaska County, MI",2014,"7,706","6,974",732,9.5
CN2608100000000,26,81,"Kent County, MI",2014,"335,840","319,095","16,745",5
CN2608300000000,26,83,"Keweenaw County, MI",2014,983,873,110,11.2
CN2608500000000,26,85,"Lake County, MI",2014,"3,615","3,208",407,11.3
CN2608700000000,26,87,"Lapeer County, MI",2014,"39,854","36,038","3,816",9.6
CN2608900000000,26,89,"Leelanau County, MI",2014,"10,517","9,811",706,6.7
CN2609100000000,26,91,"Lenawee County, MI",2014,"47,950","44,847","3,103",6.5
CN2609300000000,26,93,"Livingston County, MI",2014,"95,380","89,323","6,057",6.4
CN2609500000000,26,95,"Luce County, MI",2014,"2,480","2,268",212,8.5
CN2609700000000,26,97,"Mackinac County, MI",2014,"5,285","4,692",593,11.2
CN2609900000000,26,99,"Macomb County, MI",2014,"420,665","387,356","33,309",7.9
CN2610100000000,26,101,"Manistee County, MI",2014,"10,347","9,462",885,8.6
CN2610300000000,26,103,"Marquette County, MI",2014,"33,759","31,374","2,385",7.1
CN2610500000000,26,105,"Mason County, MI",2014,"14,666","13,556","1,110",7.6
CN2610700000000,26,107,"Mecosta County, MI",2014,"19,160","17,629","1,531",8
CN2610900000000,26,109,"Menominee County, MI",2014,"11,715","10,903",812,6.9
CN2611100000000,26,111,"Midland County, MI",2014,"41,572","39,020","2,552",6.1
CN2611300000000,26,113,"Missaukee County, MI",2014,"7,054","6,504",550,7.8
CN2611500000000,26,115,"Monroe County, MI",2014,"75,972","71,302","4,670",6.1
CN2611700000000,26,117,"Montcalm County, MI",2014,"27,628","25,522","2,106",7.6
CN2611900000000,26,119,"Montmorency County, MI",2014,"3,154","2,743",411,13
CN2612100000000,26,121,"Muskegon County, MI",2014,"77,121","71,153","5,968",7.7
CN2612300000000,26,123,"Newaygo County, MI",2014,"22,598","20,962","1,636",7.2
CN2612500000000,26,125,"Oakland County, MI",2014,"629,865","588,920","40,945",6.5
CN2612700000000,26,127,"Oceana County, MI",2014,"12,824","11,529","1,295",10.1
CN2612900000000,26,129,"Ogemaw County, MI",2014,"8,587","7,740",847,9.9
CN2613100000000,26,131,"Ontonagon County, MI",2014,"2,379","2,106",273,11.5
CN2613300000000,26,133,"Osceola County, MI",2014,"10,204","9,327",877,8.6
CN2613500000000,26,135,"Oscoda County, MI",2014,"2,975","2,622",353,11.9
CN2613700000000,26,137,"Otsego County, MI",2014,"11,198","10,283",915,8.2
CN2613900000000,26,139,"Ottawa County, MI",2014,"149,065","141,887","7,178",4.8
CN2614100000000,26,141,"Presque Isle County, MI",2014,"5,444","4,744",700,12.9
CN2614300000000,26,143,"Roscommon County, MI",2014,"7,949","7,032",917,11.5
CN2614500000000,26,145,"Saginaw County, MI",2014,"89,035","82,334","6,701",7.5
CN2614700000000,26,147,"St. Clair County, MI",2014,"73,651","66,589","7,062",9.6
CN2614900000000,26,149,"St. Joseph County, MI",2014,"28,837","27,145","1,692",5.9
CN2615100000000,26,151,"Sanilac County, MI",2014,"19,616","17,935","1,681",8.6
CN2615300000000,26,153,"Schoolcraft County, MI",2014,"3,530","3,140",390,11
CN2615500000000,26,155,"Shiawassee County, MI",2014,"33,217","30,702","2,515",7.6
CN2615700000000,26,157,"Tuscola County, MI",2014,"25,112","22,945","2,167",8.6
CN2615900000000,26,159,"Van Buren County, MI",2014,"35,321","32,458","2,863",8.1
CN2616100000000,26,161,"Washtenaw County, MI",2014,"186,996","177,822","9,174",4.9
CN2616300000000,26,163,"Wayne County, MI",2014,"767,938","693,905","74,033",9.6
CN2616500000000,26,165,"Wexford County, MI",2014,"14,677","13,414","1,263",8.6
CN2700100000000,27,1,"Aitkin County, MN",2014,"6,744","6,295",449,6.7
CN2700300000000,27,3,"Anoka County, MN",2014,"188,288","180,473","7,815",4.2
CN2700500000000,27,5,"Becker County, MN",2014,"17,904","17,050",854,4.8
CN2700700000000,27,7,"Beltrami County, MN",2014,"23,218","21,981","1,237",5.3
CN2700900000000,27,9,"Benton County, MN",2014,"21,625","20,531","1,094",5.1
CN2701100000000,27,11,"Big Stone County, MN",2014,"2,583","2,468",115,4.5
CN2701300000000,27,13,"Blue Earth County, MN",2014,"38,387","37,065","1,322",3.4
CN2701500000000,27,15,"Brown County, MN",2014,"14,136","13,490",646,4.6
CN2701700000000,27,17,"Carlton County, MN",2014,"17,520","16,600",920,5.3
CN2701900000000,27,19,"Carver County, MN",2014,"54,066","52,105","1,961",3.6
CN2702100000000,27,21,"Cass County, MN",2014,"13,939","12,943",996,7.1
CN2702300000000,27,23,"Chippewa County, MN",2014,"6,870","6,558",312,4.5
CN2702500000000,27,25,"Chisago County, MN",2014,"28,471","27,128","1,343",4.7
CN2702700000000,27,27,"Clay County, MN",2014,"35,044","33,847","1,197",3.4
CN2702900000000,27,29,"Clearwater County, MN",2014,"4,528","4,054",474,10.5
CN2703100000000,27,31,"Cook County, MN",2014,"3,044","2,872",172,5.7
CN2703300000000,27,33,"Cottonwood County, MN",2014,"5,558","5,267",291,5.2
CN2703500000000,27,35,"Crow Wing County, MN",2014,"31,351","29,510","1,841",5.9
CN2703700000000,27,37,"Dakota County, MN",2014,"230,600","221,882","8,718",3.8
CN2703900000000,27,39,"Dodge County, MN",2014,"11,206","10,738",468,4.2
CN2704100000000,27,41,"Douglas County, MN",2014,"19,796","19,057",739,3.7
CN2704300000000,27,43,"Faribault County, MN",2014,"7,345","6,961",384,5.2
CN2704500000000,27,45,"Fillmore County, MN",2014,"10,982","10,498",484,4.4
CN2704700000000,27,47,"Freeborn County, MN",2014,"16,182","15,480",702,4.3
CN2704900000000,27,49,"Goodhue County, MN",2014,"26,623","25,573","1,050",3.9
CN2705100000000,27,51,"Grant County, MN",2014,"3,269","3,106",163,5
CN2705300000000,27,53,"Hennepin County, MN",2014,"669,794","644,430","25,364",3.8
CN2705500000000,27,55,"Houston County, MN",2014,"10,316","9,858",458,4.4
CN2705700000000,27,57,"Hubbard County, MN",2014,"9,397","8,798",599,6.4
CN2705900000000,27,59,"Isanti County, MN",2014,"20,159","19,138","1,021",5.1
CN2706100000000,27,61,"Itasca County, MN",2014,"21,865","20,419","1,446",6.6
CN2706300000000,27,63,"Jackson County, MN",2014,"6,278","6,015",263,4.2
CN2706500000000,27,65,"Kanabec County, MN",2014,"8,816","8,159",657,7.5
CN2706700000000,27,67,"Kandiyohi County, MN",2014,"23,581","22,579","1,002",4.2
CN2706900000000,27,69,"Kittson County, MN",2014,"2,380","2,264",116,4.9
CN2707100000000,27,71,"Koochiching County, MN",2014,"6,409","5,866",543,8.5
CN2707300000000,27,73,"Lac qui Parle County, MN",2014,"3,636","3,463",173,4.8
CN2707500000000,27,75,"Lake County, MN",2014,"5,659","5,399",260,4.6
CN2707700000000,27,77,"Lake of the Woods County, MN",2014,"2,377","2,264",113,4.8
CN2707900000000,27,79,"Le Sueur County, MN",2014,"15,423","14,590",833,5.4
CN2708100000000,27,81,"Lincoln County, MN",2014,"3,267","3,125",142,4.3
CN2708300000000,27,83,"Lyon County, MN",2014,"15,224","14,673",551,3.6
CN2708500000000,27,85,"McLeod County, MN",2014,"19,744","18,831",913,4.6
CN2708700000000,27,87,"Mahnomen County, MN",2014,"2,352","2,219",133,5.7
CN2708900000000,27,89,"Marshall County, MN",2014,"5,569","5,192",377,6.8
CN2709100000000,27,91,"Martin County, MN",2014,"10,180","9,700",480,4.7
CN2709300000000,27,93,"Meeker County, MN",2014,"12,809","12,219",590,4.6
CN2709500000000,27,95,"Mille Lacs County, MN",2014,"12,630","11,784",846,6.7
CN2709700000000,27,97,"Morrison County, MN",2014,"17,327","16,242","1,085",6.3
CN2709900000000,27,99,"Mower County, MN",2014,"20,200","19,427",773,3.8
CN2710100000000,27,101,"Murray County, MN",2014,"4,839","4,603",236,4.9
CN2710300000000,27,103,"Nicollet County, MN",2014,"19,692","19,090",602,3.1
CN2710500000000,27,105,"Nobles County, MN",2014,"11,188","10,805",383,3.4
CN2710700000000,27,107,"Norman County, MN",2014,"3,302","3,136",166,5
CN2710900000000,27,109,"Olmsted County, MN",2014,"82,727","79,868","2,859",3.5
CN2711100000000,27,111,"Otter Tail County, MN",2014,"30,762","29,363","1,399",4.5
CN2711300000000,27,113,"Pennington County, MN",2014,"8,810","8,355",455,5.2
CN2711500000000,27,115,"Pine County, MN",2014,"14,550","13,655",895,6.2
CN2711700000000,27,117,"Pipestone County, MN",2014,"4,763","4,583",180,3.8
CN2711900000000,27,119,"Polk County, MN",2014,"17,021","16,235",786,4.6
CN2712100000000,27,121,"Pope County, MN",2014,"6,199","5,973",226,3.6
CN2712300000000,27,123,"Ramsey County, MN",2014,"276,289","265,141","11,148",4
CN2712500000000,27,125,"Red Lake County, MN",2014,"2,251","2,120",131,5.8
CN2712700000000,27,127,"Redwood County, MN",2014,"7,970","7,618",352,4.4
CN2712900000000,27,129,"Renville County, MN",2014,"8,171","7,723",448,5.5
CN2713100000000,27,131,"Rice County, MN",2014,"34,970","33,529","1,441",4.1
CN2713300000000,27,133,"Rock County, MN",2014,"5,645","5,502",143,2.5
CN2713500000000,27,135,"Roseau County, MN",2014,"8,778","8,455",323,3.7
CN2713700000000,27,137,"St. Louis County, MN",2014,"101,886","96,694","5,192",5.1
CN2713900000000,27,139,"Scott County, MN",2014,"77,860","75,051","2,809",3.6
CN2714100000000,27,141,"Sherburne County, MN",2014,"49,013","46,784","2,229",4.5
CN2714300000000,27,143,"Sibley County, MN",2014,"8,236","7,855",381,4.6
CN2714500000000,27,145,"Stearns County, MN",2014,"87,381","83,808","3,573",4.1
CN2714700000000,27,147,"Steele County, MN",2014,"21,218","20,415",803,3.8
CN2714900000000,27,149,"Stevens County, MN",2014,"5,547","5,367",180,3.2
CN2715100000000,27,151,"Swift County, MN",2014,"4,849","4,614",235,4.8
CN2715300000000,27,153,"Todd County, MN",2014,"12,768","12,173",595,4.7
CN2715500000000,27,155,"Traverse County, MN",2014,"1,704","1,626",78,4.6
CN2715700000000,27,157,"Wabasha County, MN",2014,"11,680","11,209",471,4
CN2715900000000,27,159,"Wadena County, MN",2014,"6,117","5,737",380,6.2
CN2716100000000,27,161,"Waseca County, MN",2014,"9,633","9,169",464,4.8
CN2716300000000,27,163,"Washington County, MN",2014,"135,521","130,581","4,940",3.6
CN2716500000000,27,165,"Watonwan County, MN",2014,"6,136","5,834",302,4.9
CN2716700000000,27,167,"Wilkin County, MN",2014,"3,577","3,456",121,3.4
CN2716900000000,27,169,"Winona County, MN",2014,"29,231","28,139","1,092",3.7
CN2717100000000,27,171,"Wright County, MN",2014,"70,914","67,919","2,995",4.2
CN2717300000000,27,173,"Yellow Medicine County, MN",2014,"5,466","5,239",227,4.2
CN2800100000000,28,1,"Adams County, MS",2014,"11,592","10,624",968,8.4
CN2800300000000,28,3,"Alcorn County, MS",2014,"15,120","14,114","1,006",6.7
CN2800500000000,28,5,"Amite County, MS",2014,"4,444","4,088",356,8
CN2800700000000,28,7,"Attala County, MS",2014,"7,036","6,423",613,8.7
CN2800900000000,28,9,"Benton County, MS",2014,"2,977","2,698",279,9.4
CN2801100000000,28,11,"Bolivar County, MS",2014,"13,298","12,026","1,272",9.6
CN2801300000000,28,13,"Calhoun County, MS",2014,"6,236","5,769",467,7.5
CN2801500000000,28,15,"Carroll County, MS",2014,"3,410","3,086",324,9.5
CN2801700000000,28,17,"Chickasaw County, MS",2014,"7,201","6,500",701,9.7
CN2801900000000,28,19,"Choctaw County, MS",2014,"3,574","3,283",291,8.1
CN2802100000000,28,21,"Claiborne County, MS",2014,"3,107","2,653",454,14.6
CN2802300000000,28,23,"Clarke County, MS",2014,"6,264","5,699",565,9
CN2802500000000,28,25,"Clay County, MS",2014,"7,975","6,916","1,059",13.3
CN2802700000000,28,27,"Coahoma County, MS",2014,"9,550","8,425","1,125",11.8
CN2802900000000,28,29,"Copiah County, MS",2014,"11,159","10,167",992,8.9
